time_us,reduced_photon_number,full_meanfield_photon_number
3.649999999999999356e-01,2.648406520093842005e+02,2.648376226301886618e+02
3.699999999999999400e-01,3.949524534222549619e+02,3.949417477614455265e+02
3.749999999999999445e-01,3.864293954772236930e+02,3.864183052924337858e+02
3.799999999999999489e-01,2.578217095353159038e+02,2.578171054022043904e+02
3.849999999999999534e-01,1.007129844501259015e+02,1.007163305328098915e+02
3.899999999999999023e-01,8.218014062280740717e+00,8.225481642058571907e+00
3.949999999999999067e-01,1.704338125130859183e+01,1.704904482260558396e+01
3.999999999999999112e-01,9.587980605852169447e+01,9.588011154654734014e+01
4.049999999999999156e-01,1.774259152781180546e+02,1.774209320745947025e+02
4.099999999999999201e-01,2.058249011592913575e+02,2.058180292650515355e+02
4.149999999999999245e-01,1.679491107497267137e+02,1.679447469333861420e+02
4.199999999999999289e-01,9.289377187437077055e+01,9.289394951211325235e+01
4.249999999999999334e-01,2.631001188013011927e+01,2.631369365843409014e+01
4.299999999999999378e-01,9.347876802126142692e-02,9.752051438201246591e-02
4.349999999999998868e-01,1.643738528913227981e+01,1.643905519693788264e+01
4.399999999999998912e-01,5.263884404965661190e+01,5.263731196371230681e+01
4.449999999999998956e-01,7.949444562752519516e+01,7.949086108454447697e+01
4.499999999999999001e-01,7.973009972874608309e+01,7.972674987532795399e+01
4.549999999999999045e-01,5.570253897647361896e+01,5.570133626810580552e+01
4.599999999999999645e-01,2.406196972779922660e+01,2.406318404469154260e+01
4.649999999999999689e-01,3.147338315518734220e+00,3.149782852200739836e+00
4.699999999999999734e-01,1.922100380504041528e+00,1.924036172840942527e+00
4.749999999999999778e-01,1.652025412193909304e+01,1.652059629104805438e+01
4.799999999999999822e-01,3.482823923176743364e+01,3.482695245086244284e+01
4.849999999999999312e-01,4.486718744243343338e+01,4.486516497109138157e+01
4.899999999999999911e-01,4.146823544655217830e+01,4.146669585870179020e+01
4.949999999999999400e-01,2.782590713396118431e+01,2.782563012144577286e+01
5.000000000000000000e-01,1.209332956291871319e+01,1.209422124939338339e+01
5.049999999999998934e-01,1.927975128518344405e+00,1.929279364259932628e+00
5.099999999999998979e-01,4.334272637212320256e-01,4.342713324366844208e-01
5.149999999999999023e-01,5.442359474541477837e+00,5.442311412699490702e+00
5.199999999999999067e-01,1.183196046221022613e+01,1.183113950778981227e+01
5.249999999999999112e-01,1.496588195079232264e+01,1.496482371273289225e+01
5.299999999999999156e-01,1.314449239523797885e+01,1.314379821314073737e+01
5.349999999999999201e-01,7.932255979939848878e+00,7.932245388953392151e+00
5.399999999999999245e-01,2.624353783459968614e+00,2.624920911253510347e+00
5.449999999999999289e-01,7.085885224400206850e-02,7.158117522755594320e-02
5.499999999999999334e-01,1.170324729436002187e+00,1.170774668360997195e+00
5.549999999999998268e-01,4.711068033223364537e+00,4.711045460966502674e+00
5.599999999999999423e-01,8.376254778761294872e+00,8.375827074950890960e+00
5.649999999999998357e-01,1.014760506653511385e+01,1.014704592858232601e+01
5.699999999999999512e-01,9.288914055744813325e+00,9.288530334105120190e+00
5.749999999999998446e-01,6.479261366418040069e+00,6.479226521309274567e+00
5.799999999999999600e-01,3.198089503865253480e+00,3.198362850232569610e+00
5.849999999999998535e-01,8.311539206145450720e-01,8.315281419557016829e-01
5.899999999999999689e-01,1.197179664110287027e-02,1.221719083560838560e-02
5.949999999999998623e-01,4.835968647001678278e-01,4.835995110118532780e-01
5.999999999999998668e-01,1.438926188442830822e+00,1.438716093666464912e+00
6.049999999999998712e-01,2.063041952980054106e+00,2.062754408010743834e+00
6.099999999999998757e-01,1.957967459099890783e+00,1.957757977381080039e+00
6.149999999999998801e-01,1.258722078191377491e+00,1.258682828693619360e+00
6.199999999999998845e-01,4.471663205952441933e-01,4.472919045692544948e-01
6.250000000000000000e-01,2.199236726795992386e-02,2.219029435812978901e-02
6.299999999999998934e-01,2.227774540538001724e-01,2.229355252618137051e-01
6.350000000000000089e-01,9.377735105087702250e-01,9.378207882783862193e-01
6.399999999999999023e-01,1.806520863985603409e+00,1.806449091336468360e+00
6.449999999999999067e-01,2.429228360866851233e+00,2.429085763724373681e+00
6.499999999999999112e-01,2.559934358711783986e+00,2.559799801421908327e+00
6.549999999999999156e-01,2.193103376697782547e+00,2.193039676821075368e+00
6.599999999999999201e-01,1.523061297401601788e+00,1.523088389423919331e+00
6.649999999999999245e-01,8.207184871224114664e-01,8.208101575387602988e-01
6.699999999999999289e-01,3.019961350910174147e-01,3.020930392486859128e-01
6.749999999999999334e-01,5.047491170299819863e-02,5.052548703404372704e-02
6.799999999999999378e-01,1.783335968070325420e-02,1.781910530704969645e-02
6.849999999999999423e-01,8.407546402433804800e-02,8.401297868428546367e-02
6.899999999999998357e-01,1.355873257351446759e-01,1.355135452969208898e-01
6.949999999999999512e-01,1.201129881044236403e-01,1.200640039544751542e-01
6.999999999999998446e-01,5.776504667666089443e-02,5.775932047615781745e-02
7.049999999999999600e-01,1.260098744872662803e-02,1.263403524927655085e-02
7.099999999999998535e-01,4.703093756980367135e-02,4.708091026397838441e-02
7.149999999999999689e-01,1.847873648829433668e-01,1.848301067014859467e-01
7.199999999999998623e-01,3.988875176134916156e-01,3.989053970622661316e-01
7.249999999999999778e-01,6.260265233038888599e-01,6.260152913724538193e-01
7.299999999999998712e-01,7.962774181962102293e-01,7.962447299415184032e-01
7.349999999999998757e-01,8.620728691492176576e-01,8.620357872870503257e-01
7.399999999999998801e-01,8.137969239151838785e-01,8.137726367718123299e-01
7.449999999999998845e-01,6.776599616901926026e-01,6.776568876766222438e-01
7.499999999999998890e-01,5.000662234748993740e-01,5.000838343104841988e-01
7.549999999999998934e-01,3.276036988233798630e-01,3.276306876426044457e-01
7.599999999999998979e-01,1.916928597392648648e-01,1.917142653469507130e-01
7.649999999999999023e-01,1.029722758095965029e-01,1.029785964107278462e-01
7.699999999999999067e-01,5.524816992516677627e-02,5.523835819519881674e-02
7.749999999999999112e-01,3.485029495228232632e-02,3.483088037796430031e-02
7.799999999999998046e-01,2.995209111915491523e-02,2.993319910257180236e-02
7.849999999999999201e-01,3.576898331825580785e-02,3.575875854906933327e-02
7.899999999999998135e-01,5.435718353363441085e-02,5.435865722006218842e-02
7.949999999999999289e-01,9.045484676784709688e-02,9.046577079408510413e-02
7.999999999999998224e-01,1.462836735840903901e-01,1.462980475632821298e-01
8.049999999999999378e-01,2.181007327841367749e-01,2.181133719142353822e-01
8.099999999999998312e-01,2.959638493267728321e-01,2.959704378710441564e-01
8.149999999999999467e-01,3.664763487326226366e-01,3.664743204683604261e-01
8.199999999999998401e-01,4.170098110742180841e-01,4.169998824470799725e-01
8.249999999999998446e-01,4.395121759446449783e-01,4.394981215893638549e-01
8.299999999999998490e-01,4.324772639182174472e-01,4.324641261848873319e-01
8.349999999999998535e-01,4.006107395404466254e-01,4.006018638917011598e-01
8.399999999999998579e-01,3.526834417136440747e-01,3.526823677271558877e-01
8.449999999999998623e-01,2.986397789906837796e-01,2.986452532054629239e-01
8.499999999999998668e-01,2.470711551388211913e-01,2.470795664705452144e-01
8.549999999999998712e-01,2.037799767855809630e-01,2.037870692739167100e-01
8.599999999999998757e-01,1.715892504219095616e-01,1.715923927467591925e-01
8.649999999999998801e-01,1.510635239188006518e-01,1.510618331630578792e-01
8.699999999999997735e-01,1.415669659233208810e-01,1.415615029255589685e-01
8.749999999999998890e-01,1.421279161381731881e-01,1.421219430476724777e-01
8.799999999999997824e-01,1.518205560390504805e-01,1.518171072717609815e-01
8.849999999999998979e-01,1.696690988030016556e-01,1.696696985716316108e-01
8.899999999999997913e-01,1.942978502716706801e-01,1.943021998551603957e-01
8.949999999999999067e-01,2.236220664785703305e-01,2.236281637550825152e-01
8.999999999999998002e-01,2.548033590215378341e-01,2.548085081281835640e-01
9.049999999999999156e-01,2.845392595847730521e-01,2.845412709653752370e-01
9.099999999999998090e-01,3.095990761305156824e-01,3.095969738548800532e-01
9.149999999999998135e-01,3.274204880195039635e-01,3.274147800923792873e-01
9.199999999999999289e-01,3.365700378551462202e-01,3.365625293091889514e-01
9.249999999999998224e-01,3.369356594894455381e-01,3.369287707920751718e-01
9.299999999999999378e-01,3.296208875072445532e-01,3.296165897823278845e-01
9.349999999999998312e-01,3.166052504245692178e-01,3.166042711719795344e-01
9.399999999999999467e-01,3.002935548281389644e-01,3.002960381398645517e-01
9.449999999999998401e-01,2.830821849820396308e-01,2.830869054702223608e-01
9.499999999999999556e-01,2.670364634801816739e-01,2.670414280937875029e-01
9.549999999999999600e-01,2.537174136027079419e-01,2.537208737981911377e-01
9.599999999999999645e-01,2.441440325822409885e-01,2.441453757394861368e-01
9.649999999999998579e-01,2.388446106395874236e-01,2.388443054333127813e-01
9.699999999999998623e-01,2.379430603189966742e-01,2.379415843925396234e-01
9.749999999999997558e-01,2.412395856234849645e-01,2.412381622641364132e-01
9.799999999999999822e-01,2.482684104475290088e-01,2.482682568737661910e-01
9.849999999999998757e-01,2.583373096116173828e-01,2.583388638586576191e-01
9.899999999999998801e-01,2.705660061505270053e-01,2.705690797823214755e-01
9.949999999999997735e-01,2.839409018107241223e-01,2.839442831042531812e-01
1.000000000000000000e+00,2.973947047953414136e-01,2.973965402397664159e-01
1.004999999999999893e+00,3.099064209170194761e-01,3.099052441968503935e-01
1.009999999999999787e+00,3.206065100621228736e-01,3.206019599017605470e-01
1.014999999999999902e+00,3.288671933839021899e-01,3.288599021570258185e-01
1.019999999999999796e+00,3.343598462142601258e-01,3.343513199600001151e-01
1.024999999999999911e+00,3.370695373926189675e-01,3.370615700450190211e-01
1.029999999999999805e+00,3.372665776036654073e-01,3.372606835643275902e-01
1.034999999999999920e+00,3.354440103996677580e-01,3.354410406035967518e-01
1.039999999999999813e+00,3.322355536993156222e-01,3.322355750884305459e-01
1.044999999999999929e+00,3.283296790796662035e-01,3.283320639688149800e-01
1.049999999999999822e+00,3.243929297156800118e-01,3.243967309855879111e-01
1.054999999999999938e+00,3.210107278739990910e-01,3.210149628224101548e-01
1.059999999999999831e+00,3.186486505686997872e-01,3.186524991726184530e-01
1.064999999999999725e+00,3.176327405891956057e-01,3.176357024827990427e-01
1.069999999999999840e+00,3.181452748856555823e-01,3.181475244956292747e-01
1.074999999999999956e+00,3.202315311730213332e-01,3.202336469698298105e-01
1.079999999999999849e+00,3.238141214315663485e-01,3.238166492108993100e-01
1.084999999999999742e+00,3.287122151603908971e-01,3.287152601510817118e-01
1.089999999999999858e+00,3.346645184647954463e-01,3.346676821970989701e-01
1.094999999999999973e+00,3.413551399936147202e-01,3.413580439138138023e-01
1.099999999999999867e+00,3.484414392072314182e-01,3.484435790177698444e-01
1.104999999999999760e+00,3.555824837057461885e-01,3.555831576127301830e-01
1.109999999999999654e+00,3.624661084465197192e-01,3.624645872047741468e-01
1.114999999999999991e+00,3.688322481019644106e-01,3.688283227312247892e-01
1.119999999999999885e+00,3.744904279046574191e-01,3.744844064520199134e-01
1.124999999999999778e+00,3.793297970826287613e-01,3.793223529620393109e-01
1.129999999999999671e+00,3.833210863276468872e-01,3.833131579800900801e-01
1.135000000000000009e+00,3.865109339601316418e-01,3.865034579514744495e-01
1.139999999999999902e+00,3.890098535840471605e-01,3.890036235943172271e-01
1.144999999999999796e+00,3.909758538850187093e-01,3.909710551481870300e-01
1.149999999999999689e+00,3.925959274503385554e-01,3.925928345165967115e-01
1.154999999999999805e+00,3.940674920098414802e-01,3.940663707603801469e-01
1.159999999999999920e+00,3.955815642506723129e-01,3.955828180676035921e-01
1.164999999999999813e+00,3.973088824436201705e-01,3.973119128195570227e-01
1.169999999999999707e+00,3.993895886001567752e-01,3.993936118100583355e-01
1.174999999999999822e+00,4.019266981421654727e-01,4.019311932602028792e-01
1.179999999999999938e+00,4.049831881336371509e-01,4.049878175029389960e-01
1.184999999999999831e+00,4.085822720957205667e-01,4.085869193732118987e-01
1.189999999999999725e+00,4.127103722039202061e-01,4.127150923791098602e-01
1.194999999999999840e+00,4.173221984978768284e-01,4.173268676421136303e-01
1.199999999999999734e+00,4.223473722447999013e-01,4.223518144777934080e-01
1.204999999999999849e+00,4.276979870046757060e-01,4.277019397251569655e-01
1.209999999999999742e+00,4.332765773002142384e-01,4.332797879867527624e-01
1.214999999999999858e+00,4.389839433793090162e-01,4.389858536146249990e-01
1.219999999999999751e+00,4.447263146582964843e-01,4.447263620794791872e-01
1.224999999999999867e+00,4.504214479276992256e-01,4.504193702479335482e-01
1.229999999999999760e+00,4.560033067237473370e-01,4.559991939151062934e-01
1.234999999999999876e+00,4.614251400833527805e-01,4.614193107961601092e-01
1.239999999999999769e+00,4.666608116761143399e-01,4.666537288583251231e-01
1.244999999999999662e+00,4.717045873314049120e-01,4.716967399693318130e-01
1.250000000000000000e+00,4.765694501664591853e-01,4.765611905169469531e-01
1.254999999999999893e+00,4.812842810843597774e-01,4.812758935519640957e-01
1.259999999999999787e+00,4.858902408280189045e-01,4.858820442990488542e-01
1.264999999999999680e+00,4.904367220845717856e-01,4.904292825456609828e-01
1.270000000000000018e+00,4.949772323750801784e-01,4.949709124714887776e-01
1.274999999999999911e+00,4.995654719729854532e-01,4.995609917838542136e-01
1.279999999999999805e+00,5.042519021245833732e-01,5.042496084077860985e-01
1.284999999999999698e+00,5.090809314512706463e-01,5.090808418357987142e-01
1.289999999999999813e+00,5.140889014325010775e-01,5.140907587959047120e-01
1.294999999999999929e+00,5.193028040873148843e-01,5.193062149718616904e-01
1.299999999999999822e+00,5.247397166058855866e-01,5.247442323080530047e-01
1.304999999999999716e+00,5.304070080247131891e-01,5.304122851972435937e-01
1.309999999999999831e+00,5.363029756006886251e-01,5.363087248119020600e-01
1.314999999999999947e+00,5.424181890999660860e-01,5.424241756997131292e-01
1.319999999999999840e+00,5.487369928504657324e-01,5.487429895675923763e-01
1.324999999999999734e+00,5.552392447690367439e-01,5.552452187860280608e-01
1.329999999999999849e+00,5.619021867294848871e-01,5.619074832270898323e-01
1.334999999999999742e+00,5.687022098219984834e-01,5.687065523362264674e-01
1.339999999999999858e+00,5.756164868008647462e-01,5.756192565826200314e-01
1.344999999999999751e+00,5.826243983461296683e-01,5.826251596387389542e-01
1.349999999999999867e+00,5.897086731895427869e-01,5.897072578817053046e-01
1.354999999999999760e+00,5.968561842054351807e-01,5.968527563177428163e-01
1.359999999999999876e+00,6.040584181722206125e-01,6.040532813162730053e-01
1.364999999999999769e+00,6.113116198316693728e-01,6.113051657203829592e-01
1.369999999999999885e+00,6.186166653606882671e-01,6.186093197120680065e-01
1.374999999999999778e+00,6.259786688528036214e-01,6.259704887425059372e-01
1.379999999999999671e+00,6.334064135691520603e-01,6.333973597283758528e-01
1.384999999999999787e+00,6.409116216072742178e-01,6.409024748072501554e-01
1.389999999999999902e+00,6.485081399745293851e-01,6.484994673996693493e-01
1.394999999999999796e+00,6.562110953741697728e-01,6.562033199222151447e-01
1.399999999999999689e+00,6.640361386744307870e-01,6.640295443992894064e-01
1.404999999999999805e+00,6.719987215462985830e-01,6.719934424072058210e-01
1.409999999999999920e+00,6.801134654532012824e-01,6.801096572046890776e-01
1.414999999999999813e+00,6.883936569189947896e-01,6.883914945743769831e-01
1.419999999999999707e+00,6.968508925631956563e-01,6.968505781716011205e-01
1.424999999999999600e+00,7.054948657601872730e-01,7.054962927791751381e-01
1.429999999999999938e+00,7.143332815970778737e-01,7.143362859407702548e-01
1.434999999999999831e+00,7.233719025317871809e-01,7.233761599692731803e-01
1.439999999999999725e+00,7.326146671604405469e-01,7.326196498054076134e-01
1.444999999999999618e+00,7.420638891630341183e-01,7.420691905948945122e-01
1.449999999999999956e+00,7.517206177105397735e-01,7.517257242562440656e-01
1.454999999999999849e+00,7.615849160465916201e-01,7.615894291566168706e-01
1.459999999999999742e+00,7.716562145288832220e-01,7.716598113368429157e-01
1.464999999999999636e+00,7.819336405892786113e-01,7.819360814893522305e-01
1.469999999999999751e+00,7.924163783080120371e-01,7.924175232971965022e-01
1.474999999999999867e+00,8.031039554566301586e-01,8.031036766702382979e-01
1.479999999999999760e+00,8.139964885429438191e-01,8.139946873763379553e-01
1.484999999999999654e+00,8.250948809492008040e-01,8.250915928122430909e-01
1.489999999999999769e+00,8.364009741250960639e-01,8.363960110409204285e-01
1.494999999999999885e+00,8.479176464811399860e-01,8.479112740044071339e-01
1.499999999999999778e+00,8.596488590736121038e-01,8.596413709836610018e-01
1.504999999999999671e+00,8.715996518110975533e-01,8.715915014988266929e-01
1.509999999999999787e+00,8.837760993208109150e-01,8.837676863741458222e-01
1.514999999999999680e+00,8.961852352898966867e-01,8.961769794495156871e-01
1.519999999999999796e+00,9.088349527879385770e-01,9.088271813986921188e-01
1.524999999999999689e+00,9.217338864559420086e-01,9.217268543104021328e-01
1.529999999999999805e+00,9.348912920778217339e-01,9.348851880597142117e-01
1.534999999999999698e+00,9.483169154650137322e-01,9.483118410831103962e-01
1.539999999999999813e+00,9.620208705992825404e-01,9.620168976906874336e-01
1.544999999999999929e+00,9.760135296670741090e-01,9.760106652738588240e-01
1.549999999999999822e+00,9.903054284494202664e-01,9.903036840624932502e-01
1.554999999999999716e+00,1.004907189323684502e+00,1.004906553250342505e+00
1.559999999999999609e+00,1.019829466313402877e+00,1.019829817468157040e+00
1.564999999999999947e+00,1.035082898936811047e+00,1.035084305256888770e+00
1.569999999999999840e+00,1.050678101571091094e+00,1.050680404450881733e+00
1.574999999999999734e+00,1.066625663295841298e+00,1.066628716814362665e+00
1.579999999999999627e+00,1.082936166120458399e+00,1.082939927233264710e+00
1.584999999999999964e+00,1.099620219279417777e+00,1.099624282688718369e+00
1.589999999999999858e+00,1.116688501032786052e+00,1.116692832336195540e+00
1.594999999999999751e+00,1.134151819433965924e+00,1.134156078628553832e+00
1.599999999999999645e+00,1.152021170209268863e+00,1.152024974054236317e+00
1.604999999999999760e+00,1.170307804164445242e+00,1.170310962916170983e+00
1.609999999999999876e+00,1.189023293506251244e+00,1.189025448049284561e+00
1.614999999999999769e+00,1.208179603334796681e+00,1.208180556757338042e+00
1.619999999999999662e+00,1.227789157455667191e+00,1.227788733984823244e+00
1.624999999999999778e+00,1.247864898771631648e+00,1.247862981217612521e+00
1.629999999999999893e+00,1.268420349381878642e+00,1.268416892215726399e+00
1.634999999999999787e+00,1.289469662100061642e+00,1.289464747308927128e+00
1.639999999999999680e+00,1.311027669310675936e+00,1.311021423675537312e+00
1.644999999999999796e+00,1.333109924936216162e+00,1.333102513768735564e+00
1.649999999999999689e+00,1.355732751249960177e+00,1.355724491004090648e+00
1.654999999999999805e+00,1.378913254935830723e+00,1.378904382426597186e+00
1.659999999999999698e+00,1.402669376028130133e+00,1.402660183760086499e+00
1.664999999999999813e+00,1.427019899121844793e+00,1.427010734825836513e+00
1.669999999999999707e+00,1.451984482519471875e+00,1.451975560765567108e+00
1.674999999999999822e+00,1.477583687935469348e+00,1.477575238694869508e+00
1.679999999999999716e+00,1.503838993948676706e+00,1.503831203548789963e+00
1.684999999999999831e+00,1.530772828889529702e+00,1.530765798981884807e+00
1.689999999999999725e+00,1.558408591075781668e+00,1.558402372263246960e+00
1.694999999999999618e+00,1.586770683895842193e+00,1.586765284597807302e+00
1.699999999999999734e+00,1.615884533854868632e+00,1.615879937595067872e+00
1.704999999999999849e+00,1.645776646840361845e+00,1.645772777610749804e+00
1.709999999999999742e+00,1.676474614240368810e+00,1.676471505188670275e+00
1.714999999999999636e+00,1.708007203906951821e+00,1.708004836917283553e+00
1.719999999999999751e+00,1.740404347950206709e+00,1.740402687923619407e+00
1.724999999999999867e+00,1.773697273392016438e+00,1.773696222075185513e+00
1.729999999999999760e+00,1.807918474474538462e+00,1.807918274996056729e+00
1.734999999999999654e+00,1.843101874174793542e+00,1.843102553996223802e+00
1.739999999999999547e+00,1.879282794529944178e+00,1.879284285418127087e+00
1.744999999999999885e+00,1.916498117852099892e+00,1.916500313078289164e+00
1.749999999999999778e+00,1.954786331484061668e+00,1.954789606890519504e+00
1.754999999999999671e+00,1.994187631609690037e+00,1.994191912189803739e+00
1.759999999999999565e+00,2.034744006550568862e+00,2.034748925259627139e+00
1.764999999999999902e+00,2.076499339688398837e+00,2.076504486673178551e+00
1.769999999999999796e+00,2.119499514843341537e+00,2.119504814668463855e+00
1.774999999999999689e+00,2.163792539742066978e+00,2.163797529916832829e+00
1.779999999999999583e+00,2.209428665641205658e+00,2.209432870352957323e+00
1.784999999999999698e+00,2.256460512114466965e+00,2.256463781555442250e+00
1.789999999999999813e+00,2.304943211170755735e+00,2.304945240912500637e+00
1.794999999999999707e+00,2.354934551187356728e+00,2.354935097559939017e+00
1.799999999999999600e+00,2.406495117989848165e+00,2.406494232073172146e+00
1.804999999999999716e+00,2.459688472719817831e+00,2.459686157613869550e+00
1.809999999999999831e+00,2.514581322372921424e+00,2.514577633277711222e+00
1.814999999999999725e+00,2.571243687399799693e+00,2.571238996008944788e+00
1.819999999999999618e+00,2.629749115583125629e+00,2.629743633015865889e+00
1.824999999999999734e+00,2.690174884202668260e+00,2.690168727534701265e+00
1.829999999999999627e+00,2.752602200670767107e+00,2.752595945829555024e+00
1.834999999999999742e+00,2.817116460888345664e+00,2.817110281606597155e+00
1.839999999999999858e+00,2.883807491045642823e+00,2.883801269774854958e+00
1.844999999999999751e+00,2.952769797053850453e+00,2.952764114636535098e+00
1.849999999999999645e+00,3.024102866205897300e+00,3.024097711182550885e+00
1.854999999999999760e+00,3.097911468560800685e+00,3.097906395729228546e+00
1.859999999999999876e+00,3.174305961438363521e+00,3.174301122477046988e+00
1.864999999999999769e+00,3.253402649225403120e+00,3.253397790006825829e+00
1.869999999999999662e+00,3.335324159374258191e+00,3.335319033963611179e+00
1.874999999999999556e+00,3.420199806887522787e+00,3.420194473471179997e+00
1.879999999999999893e+00,3.508166054152674906e+00,3.508160350647395287e+00
1.884999999999999787e+00,3.599366952258921337e+00,3.599361098501291600e+00
1.889999999999999680e+00,3.693954622083313932e+00,3.693948700676133789e+00
1.894999999999999574e+00,3.792089777402260165e+00,3.792083783268356267e+00
1.899999999999999911e+00,3.893942281378781178e+00,3.893936651946511951e+00
1.904999999999999805e+00,3.999691746957070748e+00,3.999686363396191435e+00
1.909999999999999920e+00,4.109528192653659318e+00,4.109523334136836681e+00
1.914999999999999813e+00,4.223652730898972862e+00,4.223648579885184162e+00
1.919999999999999929e+00,4.342278314732908484e+00,4.342274502000310399e+00
1.924999999999999822e+00,4.465630542556914051e+00,4.465627585859119897e+00
1.929999999999999716e+00,4.593948507049450569e+00,4.593946093341168435e+00
1.934999999999999609e+00,4.727485747302466734e+00,4.727483588323436514e+00
1.939999999999999725e+00,4.866511241887900852e+00,4.866509334214843996e+00
1.944999999999999618e+00,5.011310488993991008e+00,5.011308447630772989e+00
1.949999999999999512e+00,5.162186670615535711e+00,5.162184662333717533e+00
1.954999999999999849e+00,5.319461902566827050e+00,5.319459583895085331e+00
1.959999999999999964e+00,5.483478610645271090e+00,5.483476398184675027e+00
1.964999999999999858e+00,5.654600982100544293e+00,5.654598569883511949e+00
1.969999999999999751e+00,5.833216548950413305e+00,5.833214360622927863e+00
1.974999999999999645e+00,6.019737900286972199e+00,6.019735881351995666e+00
1.979999999999999760e+00,6.214604536620720765e+00,6.214602685913034108e+00
1.984999999999999654e+00,6.418284858396700265e+00,6.418283520209018711e+00
1.989999999999999547e+00,6.631278356670605056e+00,6.631277124992316807e+00
1.994999999999999440e+00,6.854117962074221637e+00,6.854117522062622925e+00
2.000000000000000000e+00,7.087372580810678890e+00,7.087372135496979197e+00
2.004999999999999893e+00,7.331649856449658387e+00,7.331649784469862041e+00
2.009999999999999787e+00,7.587599169671054078e+00,7.587598754074782015e+00
2.014999999999999680e+00,7.855914888441916766e+00,7.855914538895943267e+00
2.019999999999999574e+00,8.137339906177945892e+00,8.137339069842759898e+00
2.024999999999999467e+00,8.432669494011006961e+00,8.432668853760771910e+00
2.029999999999999805e+00,8.742755466376939566e+00,8.742754464606289133e+00
2.034999999999999698e+00,9.068510717909125773e+00,9.068510302582907912e+00
2.039999999999999591e+00,9.410914169322674994e+00,9.410913642567603432e+00
2.044999999999999929e+00,9.771016152403220190e+00,9.771016647822529322e+00
2.049999999999999822e+00,1.014994427164992707e+01,1.014994492998762432e+01
2.054999999999999716e+00,1.054890982560504753e+01,1.054891195086728217e+01
2.059999999999999609e+00,1.096921476563329634e+01,1.096921717869834190e+01
2.064999999999999503e+00,1.141225929596394018e+01,1.141226248136599608e+01
2.069999999999999840e+00,1.187955018400296758e+01,1.187955319419686973e+01
2.074999999999999734e+00,1.237270983093949184e+01,1.237271301007594460e+01
2.079999999999999627e+00,1.289348619383996919e+01,1.289348935930132178e+01
2.084999999999999520e+00,1.344376364682514691e+01,1.344376688345905180e+01
2.089999999999999858e+00,1.402557480979976390e+01,1.402557895427263901e+01
2.094999999999999751e+00,1.464111350972250314e+01,1.464111790357854126e+01
2.099999999999999645e+00,1.529274898427743956e+01,1.529275529222738506e+01
2.104999999999999538e+00,1.598304141688558389e+01,1.598304860939165906e+01
2.109999999999999876e+00,1.671475900225234668e+01,1.671476855350350021e+01
2.114999999999999769e+00,1.749089657675708409e+01,1.749090713528289953e+01
2.119999999999999662e+00,1.831469606040556641e+01,1.831470705646871266e+01
2.124999999999999556e+00,1.918966887857171955e+01,1.918968104698906885e+01
2.129999999999999449e+00,2.011962053799334527e+01,2.011963298002115508e+01
2.134999999999999787e+00,2.110867768464220617e+01,2.110869115957456543e+01
2.139999999999999680e+00,2.216131764993474107e+01,2.216133288274203750e+01
2.144999999999999574e+00,2.328240089970883631e+01,2.328241734057535695e+01
2.149999999999999911e+00,2.447720670290609135e+01,2.447722625327968160e+01
2.154999999999999805e+00,2.575147224388805611e+01,2.575149450520552108e+01
2.159999999999999698e+00,2.711143567211406591e+01,2.711146020799426637e+01
2.164999999999999591e+00,2.856388309066485931e+01,2.856391075132653157e+01
2.169999999999999485e+00,3.011620031556218180e+01,3.011622959740032002e+01
2.174999999999999378e+00,3.177642965245866336e+01,3.177646013586010554e+01
2.179999999999999716e+00,3.355333208762235131e+01,3.355336545942696347e+01
2.185000000000000053e+00,3.545645552500983655e+01,3.545649194162261608e+01
2.189999999999999947e+00,3.749620960471160203e+01,3.749624883913098472e+01
2.194999999999999840e+00,3.968394760095261375e+01,3.968399138914854518e+01
2.199999999999999734e+00,4.203205585448088044e+01,4.203210499044165260e+01
2.204999999999999627e+00,4.455405195893595760e+01,4.455410498054985169e+01
2.209999999999999520e+00,4.726469183967446241e+01,4.726474813999486457e+01
2.214999999999999414e+00,5.018008619608958298e+01,5.018014733663392946e+01
2.219999999999999307e+00,5.331782789283672486e+01,5.331789283707931304e+01
2.225000000000000089e+00,5.669713015183354798e+01,5.669719869112193322e+01
2.229999999999999982e+00,6.033897638442437739e+01,6.033904955905448020e+01
2.234999999999999876e+00,6.426628283055175928e+01,6.426636269259913092e+01
2.239999999999999769e+00,6.850407344004807442e+01,6.850415823957609973e+01
2.244999999999999662e+00,7.307966844214486457e+01,7.307975744272178531e+01
2.249999999999999556e+00,7.802288648752353595e+01,7.802298039448655231e+01
2.254999999999999449e+00,8.336625948818914367e+01,8.336635806851583652e+01
2.259999999999999343e+00,8.914526132663387159e+01,8.914536205869993069e+01
2.264999999999999680e+00,9.539854849005536153e+01,9.539864945345382807e+01
2.270000000000000018e+00,1.021682110260095442e+02,1.021683113970512267e+02
2.274999999999999911e+00,1.095000325460783586e+02,1.095001285721658491e+02
2.279999999999999805e+00,1.174437560411947175e+02,1.174438425711794736e+02
2.284999999999999698e+00,1.260533507676249201e+02,1.260534225011348894e+02
2.289999999999999591e+00,1.353872750468052857e+02,1.353873225568554517e+02
2.294999999999999485e+00,1.455087274459683329e+02,1.455087364955797682e+02
2.299999999999999378e+00,1.564858761381448176e+02,1.564858315380546401e+02
